Speaker,Line
Amy,"Absolutely not. My colleagues and I are mapping the neurological substrates that subserve global information processing, which is required for all cognitive reasoning, including scientific inquiry, making my research ipso facto prior in the ordo cognoscendi. That means it’s better than his research, and by extension, of course, yours."
Amy,"Yes, but if I’m successful, I will be able to map and reproduce your thought processes in deriving a grand unified theory, and therefore, subsume your conclusions under my paradigm."
Amy,We appear to have reached an impasse.
Amy,Seconded.
Amy,"Good day, Sheldon Cooper."
Amy,"Your mother thinks you might be losing your mind over me. As a neurobiologist, I was curious."
Amy,Excellent point.
Amy,Touche.
Amy,I’ll agree to that only if you’ll stipulate that 80% of our difficulties were caused by you.
Amy,Sixty-five.
Amy,I do. I find being cast in the role of bad girl oddly titillating.
Amy,I would. I love cats. They’re the epitome of indifference.
Amy,Next!
Amy,Next!
Amy,"From a neurobiological standpoint, Leonard, you may be alone because your psychological state is causing an actual pheromone-based stink of desperation."
Amy,I understand that some people find mates in social gathering places such as bars or taverns. Have you tried a bar or tavern?
Amy,"That’s not true of all bars. Juice bars, for example."
Amy,That was rude.
Amy,Cornucopia. What a mellifluous word.
Amy,Agreed. And we’ll use mellifluous tomorrow.
Amy,Wait. I have a request.
Amy,I’d like you to meet my mother.
Amy,Certainly. Good night.
Amy,All right. 
Amy,Sheldon?
Amy,I believe a misunderstanding may have occurred when I asked you to meet my mother.
Amy,In what way are you screwed? All I want to do is present you as my boyfriend to my mother so she’ll be satisfied that I’m in a relationship.
Amy,Precisely.
Amy,Don’t be absurd. I find the notion of romantic love to be an unnecessary cultural construct that adds no value to human relationships.
Amy,I trust this clarification allows us to return to boy-slash-friend-slash-girl-slash-friend status.
Amy,"Sheldon, please, you’re suffocating me."
Amy,"Good night, Sheldon."
Amy,"You wanted me to have a boyfriend, Mother. Well, here he is. Have to sign off now. My hunger for Sheldon is stirring in my loins."
Amy,"Thank you, Sheldon, that went very well."
Amy,"Actually, as the newest member of your social group, I believe I’ll gain more acceptance by arbitrarily siding with your friends from time to time."
Amy,"Leonard, you’re right. We should enjoy our meal, arrive late, and risk winding up with terrible seats, assuming we get in at all."
Amy,See? It’s working.
Amy,Girls’ night? What does that entail?
Amy,I’m a girl.
Amy,No need. Penny and I are very close.
Amy,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you’re planning a girls’ night."
Amy,I’m a girl.
Amy,"Yes, but they’re not girls. I’m a girl."
Amy,What’s the dress code?
Amy,All right. I’ll have to go shopping.
Amy,"So anyway, to make a long story short, turns out I have an unusually firm cervix."
Amy,Shame. ‘Cause I have a real zinger about my titled uterus.
Amy,A colleague of mine did her graduate thesis on the fungus that grows on improperly sterilized manicure implements. Well don’t tell me that’s not girl talk.
Amy,"Yes, and continue to bond. I have a feeling that after tonight, one of you will become my best friend forever. Or BFF, if you prefer. Which I don’t."
Amy,"Oh, good, a slumber party! We’ll do makeovers, initiate phony phone calls, and have spirited pillow fights in our frilly nighties!"
Amy,"Well, that’s disappointing. I’ve always wanted to be invited to a slumber party."
Amy,"Well, there was the time I had my tonsils out, and I shared a room with a little Vietnamese girl. She didn’t make it through the night, but up till then, it was kind of fun."
Amy,Pillow fight!
Amy,My nails have never looked so pretty before. Get it off.
Amy,"I’m not sure I grasp the full entertainment value, but all right. Next on Wikipedia’s list of slumber party activities, Truth or Dare."
Amy,"Hang on. I’m familiarizing myself with the rules. Seems fairly straightforward. Bernadette, truth or dare?"
Amy,All right. To what temperature must you heat beef in order to kill the prion that causes bovine spongiform encephalopathy?
Amy,"Remember, you have to answer honestly."
Amy,Oh. All right. What is the circumference of your areolas?
Amy,"And Absolon hath kist hir nether yea, and Nicholas is scalded in the towte. This tale is doon, and God save al the rowte.”"
Amy,Bernadette dared me to tell a dirty story. The Miller’s Tale by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.
Amy,"You might not like it as much if you knew what nether yea meant. Hint, if one cares about hygiene, one ought not be kissing it."
Amy,"Oh, that’s an excellent question. For two people who claim to be no longer pair-bonded, you spend an inordinate amount of time in each other’s company."
Amy,I don’t believe the rules allow for an ex post facto option change.
Amy,"Then, why did you terminate your relationship with him?"
Amy,"Interesting. How will you react if, in the future, you become ready for it, and Leonard is unavailable, because another woman has realized that he is, to use your words, a great guy?"
Amy,"Well, I’m not sure how this is scored, but I believe we may have won."
Amy,"Clearly, losing Truth or Dare upset her. Perhaps we should try to take her mind off it with another popular slumber party activity."
Amy,"Well, the Internet suggests that slumber party guests often engage in harmless experimentation with lesbianism."
Amy,Penny?
Amy,Don’t worry. I’ll avoid the nether yea.
Amy,"Did you know that the iconic Valentine’s heart shape is not actually based on the shape of a human heart, but rather on the shape of the buttocks of a female bending over?"
Amy,Hoo.
Amy,I’m often flummoxed by current slang. Does went out mean had intercourse?
Amy,Interesting. And was it not satisfactory?
Amy,Hoo.
Amy,"I’m suddenly feeling flushed. My heart rate is elevated, my palms are clammy, my mouth is dry. In addition, I keep involuntarily saying hoo."
Amy,It’s no mystery. I obviously have the flu coupled with sudden-onset Tourette’s syndrome.
Amy,"It’s too thin if I were making a foot-long brain sandwich at Quiznos. For examination under a two-photon microscope, it’s fine."
Amy,"Very well. If you die and donate your body to science, I promise to slice your brain like Canadian bacon."
Amy,"Now, if you’ll excuse me, I have to take my temperature."
Amy,"No, I experienced some distressing symptoms last night, so I’m checking my vital signs every hour."
Amy,"Oh, that sounds like fun."
Amy,"Elevated heart rate, moist palms, dry mouth and localized vascular throbbing."
Amy,Ears and genitalia.
Amy,"I was sitting in a restaurant with Penny and Bernadette, drinking water, carbonated as it was a special occasion. Penny’s friend Zack stopped by and said hello and I said hoo."
Amy,Zack.
Amy,Ask what?
Amy,Zack.
Amy,Hoo.
Amy,Why do you keep saying Zack?
Amy,I’m not saying hoo now. I said hoo last night.
Amy,There was no question. I simply said hoo.
Amy,Where would I have picked up an alien parasite?
Amy,My blood work shows thyroid function normal. Cortisol levels normal.
Amy,"Sheldon, I am not going through menopause."
Amy,"I think we need to face the cold, hard truth, I was sexually aroused by Penny’s friend Zack."
Amy,"Let’s look at this logically. I have a stomach, I get hungry. I have genitals, I have the potential for sexual arousal."
Amy,Religion?
Amy,No.
Amy,Are you suggesting we live our lives guided by the philosophies found in cheap science fiction?
Amy,What are you doing?
Amy,Is it possible that your concern for me at this moment is motivated by nothing more than simple jealousy?
Amy,And?
Amy,"You reject it because you don’t feel jealousy, or because you are suppressing jealousy?"
Amy,"That’s not your lunch, Sheldon, those are the cadaver brain specimens."
Amy,I’m sure it’ll wash off.
Amy,There’s Zack.
Amy,"It’s not what I want to do, it’s what I have to do."
Amy,"Thank you, Sheldon. You’re a good friend."
Amy,"Excuse me? Zack? I am Amy Farrah Fowler. We met the other night. I have spent my life in pursuit of pure knowledge. Until I met you, my decisions were founded in logic and reason. And yet here I stand before you, 130 pounds of raging estrogen, longing to grab hold of your gluteus maximus and make Shakespeare’s metaphorical beast with two backs."
Amy,"On the other hand, as I look at the blank, ape-like expression on your face, I have decided to adopt the Vulcan practice of Kolinar. Good-bye, Zack."
Amy,As am I. 
Amy,An experiment. Nope. Nothing. Never mind.
Amy,"Penny, a moment? Do you have plans this weekend?"
Amy,That’s too bad. I was hoping you could be my plus-one at the Institute of Interdisciplinary Studies’ symposium on the impact of current scientific research on societal interactions.
Amy,"Shame. Since you’re my best friend, I thought it would be a good bonding opportunity."
Amy,Don’t you read my blog?
Amy,Do you know anybody else who would appreciate an all-expense-paid spa weekend at a four-star resort in Big Sur?
Amy,Please don’t touch my breasts.
Amy,All right. I just want to establish boundaries.
Amy,That does seem to be a valid principle.
Amy,I don’t believe there’s any such thing.
Amy,"Yes! He had you in the other car, but I got you upgraded."
Amy,"No, we discussed it. We decided we didn’t want to jeopardize our relationship by getting to know each other too well."
Amy,"Don’t worry, Penny. You’re my plus-one. You’ll bunk with me. And FYI, travel makes me constipated, so I’m the ideal hotel roommate."
Amy,Are you usually radioactive when found in nature?
Amy,Are you in the lanthanoid series?
Amy,I missed you.
Amy,"So, girl talk?"
Amy,Do you subscribe to the Freudian theory of penis envy?
Amy,Sometimes I think it might be nice to have one.
Amy,"Not for sex, for convenience. You can’t deny that, by comparison, our internal plumbing is extremely high maintenance."
Amy,We have time now. Think about it.
Amy,Not necessary. Penny and I are perfectly comfortable sharing a bed.
Amy,"Of course, we’re best friends."
Amy,"Word of warning, though. I’m prone to night terrors, so if I wake up kicking and screaming, don’t panic. Just pin me down and stroke my hair, and I’ll be fine."
Amy,Are we talking about women wanting penises? Because I’d like to weigh in.
Amy,"Hi, bestie."
Amy,"Leonard, can I ask you a question?"
Amy,Are you bothered by the fact that your former girlfriend left the symposium with what is probably the most beautiful man I’ve ever seen in my life?
Amy,Because we’re going 120 miles per hour.
Amy,Not even when I do this? 
Amy,"Well, that was the last arrow in my quiver of whimsy."
Amy,"If this humiliating experience is really troubling you, there are things we could do about it."
Amy,"Well, the first thing that comes to mind is isolating the part of your brain where the memory is stored and destroying it with a laser."
Amy,"All right. Have you considered improving your socialization skills, thus allowing you to communicate more effectively with other people?"
Amy,"Fair enough, but in its essence, teaching is a performance art. In the classroom paradigm, the teacher has the responsibility to communicate, as well as entertain and engage."
Amy,Perhaps you should consider taking acting lessons.
Amy,"Sheldon, like it or not, until you manage to upload your intelligence into a self-sustaining orbiting satellite, equipped with high-speed Internet and a cloaking device, you will be dependent on other members of the human race."
Amy,"I’m not finished. All scientists have to fund-raise, Sheldon. How do you think I paid for my lab?"
Amy,"Technically, Faisal is my fiance. But I do have a state-of-the-art two-photon microscope and a place to stay in Riyadh for the winter."
Amy,"And consider this, without you to make the case for the physics department, the task will fall to people like Leonard and Rajesh."
Amy,"Well, then prepare to be terrified. If your friends are unconvincing, this year’s donations might go to, say, the geology department."
Amy,"Or worse, it could go to the liberal arts."
Amy,"Millions of dollars being showered on poets, literary theorists and students of gender studies."
Amy,I came as quickly as I could.
Amy,"To comfort you, of course. Sheldon told me about Leonard dating Rajesh’s sister. So I high-tailed it over here to pick up the pieces of your broken heart."
Amy,"You don’t have to be strong for me. Now let’s talk about Priya, that man-stealing bitch."
Amy,"In situations like this, best girlfriends are often catty about the other woman. Rawr."
Amy,Oh. Then perhaps you don’t understand what’s going on. Your former boyfriend has replaced you with what appears to be a very suitable mate. Arguably much more suitable than you.
Amy,"Well, granted, Penny, your secondary sexual characteristics are reasonably bodacious. But Priya is highly educated, she’s an accomplished professional, and she comes from the culture that literally wrote the book on neat ways to have sex. Whereas you, on the other hand, are a community college dropout who comes from the culture that wrote the book on tipping cows."
Amy,"This is a portable electroencephalogram. I’m doing research on emotions and brain activity. So when you start crying, I can see which region of the brain is activated. Then I’m going to stimulate the analogous area in the brain of a rhesus monkey and see if he cries. Cool, huh?"
Amy,"Hi, bestie."
Amy,"So, how you holding up?"
Amy,"Oh, who are you kidding? She’s breathtaking."
Amy,I’m regretting my earlier cattiness. She is an absolute delight.
Amy,I just wanted to check in on you.
Amy,"It seems like the appropriate thing to do when one’s best friend finds herself replaced by a smart, beautiful woman with the smouldering sexuality of a crouched Bengal tiger."
Amy,"It’s okay, it’s okay."
Amy,"Now, let’s get these electrodes attached and see what’s going on in that pretty little noggin of yours."
Amy,"So, you feeling better?"
Amy,"Sheldon, you have a guest who’s upset."
Amy,Wise.
Amy,"Hi, bestie."
Amy,"Fine. From this angle, I can see up your nose."
Amy,"Penny, I’m sorry you got dragged into this. I know you’re devastated that your ex-boyfriend has found an exciting new lover with flawless, caramel-coloured skin."
Amy,Your flaring nostrils indicate otherwise.
Amy,"Sheldon, look at me. I think it’s time to face the fact that Leonard is the nucleus of your social group. Where he goes, the group goes."
Amy,I’m not saying that you’re not fun. You’re the most fun person I know.
Amy,"Don’t be needy, bestie. That’s probably part of what chased Leonard away. What I am saying, Sheldon, is that your group is Leonard-centric. If it were a town, it would be Leonardville. If it were an Islamic nation, Leonardstan. If it were the birthplace of motion pictures, we’d all be singing Hooray for Leonardwood."
Amy,So needy.
Amy,"Yo, P-dog."
Amy,"Parenthetical, the term kidnap is being used playfully."
Amy,Good. Now put this pillowcase over your head.
Amy,"She used to be much more fun, until Leonard punched her in the heart."
Amy,You do understand that it will distract you from obsessing over the rich variety of sweet loving that your ex-boyfriend is currently receiving from the fiery jewel of Mumbai.
Amy,Yes.
Amy,"If you’d have let me bring the chloroform, we wouldn’t have had to put up with all this jibber-jabber."
Amy,"Yes, perhaps somewhere packed tightly with young, beautiful bodies sweating and writhing against each other in a glorious orgy of the flesh."
Amy,"That should display enough of your bosom to attract a new mate, or a hungry infant."
Amy,What’s that like?
Amy,"You know, if being on your own is new to you, I’d be happy to share some tension-relieving techniques for ladies I’ve perfected over the years. For example, do you have an electric toothbrush?"
Amy,You should get one.
Amy,It appears to be something preserved between two pieces of acrylic.
Amy,"Saying that while holding a snowflake is a little bit heavy-handed, don’t you think?"
Amy,"Outstanding. And if we fail, we can always stop at CVS and pick you out a nice toothbrush. I call mine Gerard."
Amy,I think you’re on.
Amy,"Ah, here’s the alcohol and drug peer pressure Mother warned me about. I was starting to think it was never going to happen. Yes, please."
Amy,I’m drunk.
Amy,"This may be the alcohol talking, but I believe there is. Are you familiar with the recent study of Tanzanian chimpanzees by Nishida and Hosaka out of Kyoto University?"
Amy,"Primates, such as ourselves, have a natural instinct to ostracize ill-mannered members of the troop. Bernadette’s urge to shun, scowl or fling her waste at Priya is hard-wired into her DNA."
Amy,"Believe me, it’s there, we all have it. Hit me with some more booze, and I’ll show you."
Amy,"Well, well, well. Look who it is."
Amy,Because I do that now.
Amy,"Four women walk down the stairs, how many reach the lobby?"
Amy,"I’m glad you talked me into this. We work so hard, sometimes, it’s nice to goof off and do something silly."
Amy,"Say, I heard an interesting tidbit about Howard and Bernadette."
Amy,"Now, now. Evolutionary biologist Robin Dunbar has identified gossip as an aid to social bonding in large groups."
Amy,"What if he’s right? And by not participating in gossip, society breaks down into small feral bands of tattooed motorcycle riders fighting to the death over the last few cans of tuna fish?"
Amy,Bernadette is thinking about breaking up with Howard.
Amy,Did I tell you our lab got a grant to study addiction?
Amy,Fascinating work. I recently trained a capuchin monkey to smoke cigarettes.
Amy,Yes. He looks much cooler than the non-smoking monkeys. Although it’s not much of a contest. The other monkeys just sit around and masturbate.
Amy,By all means.
Amy,I don’t understand. The original piece of gossip indicated an impending breakup.
Amy,It’s not surprising that the story has captured the attention of our little circle of friends. Are you familiar with meme theory?
Amy,Meme theory suggests that items of gossip are like living things that seek to reproduce using humans as their host.
Amy,I should think so. That’s gold.
Amy,Do you have any ethical qualms regarding human experimentation?
Amy,We need to fabricate a tantalizing piece of gossip.
Amy,"Then we’ll track its progress through our social group and interpret the results through the competing academic prisms of memetic theory, algebraic gossip and epidemiology."
Amy,"Sheldon and I engaged in sexual intercourse. In other news, I’m thinking of starting an herb garden. Mum’s the word. Gotta go."
Amy,Agreed. It appears the rate of gossip transmission is proportional to the number of nodes squared.
Amy,"Slow down, Sheldon. I’m not quite there yet."
Amy,Bernadette just asked about my sexual encounter with you. The meme has reached full penetration.
Amy,No. Happy accident.
Amy,I should let you know that she asked for details about our dalliance.
Amy,Pun intended?
Amy,"Not important. I described your lovemaking as aloof, but effective."
Amy,I wonder what changed her mind.
Amy,As good an explanation as any.
Amy,"Yes, not important. Just stopped by to let you know I’m getting orthotics. Also, I’m carrying Sheldon’s baby. Mum’s the word."
Amy,Wow. Is there anything on there about orthotics?
Amy,"Fair warning, we can get ker-razy."
Amy,Why did you bring him? He’s harshing my buzz.
Amy,I need some context.
Amy,"And that opens her up To justifiable ridicule for wearing them. Good one, Bernadette. See? Ker-razy."
Amy,You smell like baby powder.
Amy,"Oh, I’m not confused at all. You’re like a sexy toddler."
Amy,I’m available for experimentation.
Amy,"Oh, blah, blah, blah. Give me some sugar, bestie ."
Amy,Really?
Amy,"How come if we’re the smart people, we don’t do this every night?"
Amy,My burps taste like cranberry juice.
Amy,Would you like to come in for a nightcap?
Amy,I have yoo-hoo.
Amy,Make yourself comfortable.
Amy,"Oh, that’s just Ricky."
Amy,Don’t be silly. He’s one of the animals in my department’s nicotine addiction study.
Amy,I’m giving him emphysema. The least I can do is let him hang out and watch cable.
Amy,A little. The real danger is him biting my face off while I’m sleeping.
Amy,Yeah. He’s kind of an ass.
Amy,Of course. What’s rattling around that big bulbous brain of yours?
Amy,And you want me to kill her? Done.
Amy,I trained Ricky how to smoke. I can train him to shoot a poison dart. No jury would convict us ’cause people love monkeys.
Amy,Excuse me. Have you considered that your intelligence might be the very thing causing your dilemma?
Amy,What do you think Ricky over here would do if an interloper encroached on his territory?
Amy,"You’re being too literal. My point is, he would not meekly surrender to the rules, and neither should you."
Amy,"Yes, dirty. Dirty, dirty, dirty. Which brings me to our next order of business. "
Amy,I hope you don’t take what I’m about to do as a comment on what we just did. 
Amy,It most assuredly is not.
Amy,Yes. I also found a Korean man’s business card tucked into my cleavage. What happened last night?
Amy,Sheldon?
Amy,Okay. Don’t really know where we go from here.
Amy,Terrific. Thank you.  They were out of menthols! Get off my back! Not easy living with a temperamental little primate.
Amy,"I must say, Penny, this is great fun."
Amy,"Until I met you and Bernadette, my trips to the bathroom had been entirely focused on elimination. Now they have a delightful social aspect."
Amy,Of course I have. But they were strangers and seemed off-put when I engaged in friendly stall-to-stall chit-chat.
Amy,"You okay in there, bestie?"
Amy,"The reason I ask is that many people experience bladder shyness, the inability to pass urine"
Amy,She always this crabby when she urinates?
Amy,And I’ll be right by your side.
Amy,"No, it’s not. It’s a strategic manoeuvre. Leonard’s new girlfriend is testing Bernadette’s loyalty to you and the group. That bitch is crafty."
Amy,Of course. How does the cheetah attack a herd of wildebeests? By going after its weakest member.
Amy,Your trusting nature coupled with your teeny-tiny body. You wouldn’t last a minute on the Serengeti.
Amy,"Oh, no. You have to go."
Amy,"You are, with hair that smells like strawberries. And we’re going to use that to our advantage."
Amy,"By accepting the invitation, Bernadette becomes a double agent inside the enemy camp. She could ferret out Priya’s tactics, identify her weaknesses and feed her false information, such as, Leonard’s no stranger to back-alley cockfights."
Amy,Don’t worry. I’ll teach you. I did two years of Cub Scouts before they found out I was a girl.
Amy,How do you feel about concealing a recording device in the cleavage of your ample bosom?
Amy,"Come on, Strawberries. Take one for the team."
Amy,"Oh, my metatarsal are barking."
Amy,"Yeah, yeah. I’m just breaking in some new shoes."
Amy,Thank you. Did you know that women wear high heels to make the buttocks and breasts more prominent?
Amy,Look.
Amy,"Please, Leonard, don’t leer, you have a girlfriend."
Amy,"So, are you off to dinner with Priya, Howard and Bernadette?"
Amy,"I heard it at the mall, when I was shopping with my girlfriends, ’cause, you know, that’s kind of my life now. Have a good night. Try not to ogle my caboose as I walk away."
Amy,I don’t understand. Is this a way to break in new shoes?
Amy,Good news: the wildebeest is in the curry.
Amy,Bernadette is with Priya and Leonard. Message received. Commence operation “Priya Wouldn’t Wanna Be-ya.”
Amy,I wish. A clique requires friends. I didn’t have any.
Amy,I used to take my lunch down to the maintenance room and eat with the janitor. It was nice until his wife called me a puta and made me stop. Hang on. It’s the wildebeest. Priya just made a snide comment about your acting career.
Amy,"She thinks it’s cool you’re following your dream, no matter what."
Amy,How do you want to handle it?
Amy,Got it. Is it going to be in 3-D?
Amy,I’m gonna say 3-D. That’ll let her know the studio has faith in it.
Amy,"Good golly, Penny, your whimsy is boundless.  What do you got for me, wildebeest?"
Amy,"Calm down. Everything’s going to be okay.  We may have to kill her. Bernadette, I’m putting you on speakerphone. Where are you now?"
Amy,"Oh, look at this, another one of our classic bathroom gabfests. What’s the problem?"
Amy,Just change the subject.
Amy,What astronaut story?
Amy,I texted architect. That’s amusing. Auto-correct must’ve changed it.
Amy,Architect. Where would you have met an astronaut?
Amy,"It’s indeed admirable. Although, it is microbiology."
Amy,"I’ll make it simple for you. I study the brain, the organ responsible for Beethoven’s Fifth Symphony. Bernadette studies yeast, the organism responsible for Michelob Lite. Is there something wrong with your neck?"
Amy,Have you considered massage?
Amy,I was proposing you massage your muscles with your own hands.
Amy,"Trust me. With your right hand, locate the spot where the scapula meets the acromion process."
Amy,"Now push your third finger along the ridge of the shoulder blade, making a small rotation as you do so."
Amy,You should feel a small node-like object rolling back and forth along the bone.
Amy,Obviously. Now bear down on it like the seventh grade noogies we all know too well.
Amy,Don’t flatter yourself. Your hands are blunt tools guided by my knowledge of the nervous system. I could just as easily have paralyzed you.
Amy,That doesn’t interest me. Goodbye.
Amy,Keeping accurate track of your alcohol intake. Smart idea considering how trampy you get when you’ve had a few.
Amy,"Well, I heard who you did."
Amy,Don’t be so hard on yourself. Do you know the story of Catherine the Great?
Amy,"She ruled Russia in the late seventeen hundreds, and one night, when she was feeling particularly randy, she used an intricate system of pulleys to have intimate relations with a horse."
Amy,"She engaged in interspecies hanky-panky, and people still call her great. I’m sure your reputation can survive you shagging a little Indian boy."
Amy,"You can’t blame yourself. When your prefrontal cortex fails to make you happy, promiscuity rewards you with the needed flood of dopamine. We neurobiologists refer to this as the skank reflex."
Amy,Where are we going?
Amy,Really? A best friend sleepover? Yay.
Amy,"We’ll make popcorn, stay up all night and I’ll teach you my secret language, Op."
Amy,Nope. Sounds Gop Rop E A Top.
Amy,"No, you’re not. You’re gonna Pop A Cop Kop A Bop A Gop."
Amy,"Ninety-nine, one hundred. It’s like a waterfall of liquid gold. My turn."
Amy,"Oh, I could so see you being the face of haemorrhoids."
Amy,"No, I can’t let you do that."
Amy,"For the first time ever, I have a thriving social life. And no pressure, but it kind of lives and dies with you."
Amy,A guest in my trundle bed and a boy at my door? I wish I could tell 13-year-old me it does get better.
Amy,I’ll take your stuff to the bedroom and clear out a drawer.
Amy,"No problem. Try and keep it in your pants, okay?"
Amy,"Five, six, seven, eight. Tall and tan and young and lovely, the girl from Ipanema goes walking, and when she passes, each one she passes goes…"
Amy,Oh… You are aware that your ritualistic knocking behaviour is symptomatic of obsessive compulsive disorder?
Amy,"Denial. Denial, denial. Come in."
Amy,Would you like to hear me play a bossa nova standard on the harp?
Amy,How about the theme song to the classic television show Diff’rent Strokes? Now the world don’t move to the beat…
Amy,"Well, that’s every song I know. What’s up?"
Amy,"Best friends, besties, BFFs, peas in a pod, sisters who would share travelling pants. Go on."
Amy,"For general educational purposes, or has she acquired a bar stool dipped in cholera?"
Amy,"Yes, I am."
Amy,"Sheldon, just because you have a focus on cleanliness bordering on the psychotic doesn’t mean I have to participate."
Amy,Kiss me where I’ve never been kissed before.
Amy,Never mind. I’ll talk to Penny.
Amy,Will you listen to me play my harp now?
Amy,I do appreciate a bargain. This entire ensemble once belonged to my dead grandmother.
Amy,Everything except bra and panties. And they’re a leopard-spotted secret I share with Victoria.
Amy,I just have one question about the chair.
Amy,Aren’t you worried about it being unhygienic?
Amy,"No, he didn’t."
Amy,"Yes, he did. He absolutely did."
Amy,It is?
Amy,"No, I am your friend. Please don’t be mad at me."
Amy,"No, no, I’m sorry, I’m so sorry. I take it all back. Look. I’m, uh, I’m sitting in your chair. There’s nothing wrong with it. It’s a great chair. Please let me continue to be part of your world. Ow!"
Amy,Something in the chair’s biting my tushy. It’s not important. Ow!
Amy,"No, I have no interest in model trains, stores that sell them, nor their heartbreaking clientele."
Amy,I can’t imagine that would disturb me. Carry on.
Amy,"Not really, no."
Amy,"Leonard, please. I don’t need the running commentary."
Amy,Yo.
Amy,"Oh, sure."
Amy,"I was. Now I’m thinking about what I read. You all right, Leonard? You seem very uncomfortable."
Amy,Should I go? I’ve been told sometimes I overstay my welcome.
Amy,"Well, most recently my gynaecologist."
Amy,"I’m glad to hear you say that, because I’m having a wonderful time. Hmm, I said the same thing to my gynaecologist."
Amy,How was your shower?
Amy,"Oh, I’m up all night. I’m like a possum. Boy, you were not liked in high school, were you?"
Amy,"Mm-hmm. Dear Leonard, you’re really good at science. Maybe one day you’ll come up with a cure for being a dork."
Amy,"If it makes you feel any better, the only person who signed my yearbook was my mother."
Amy,"Dear Amy, self-respect and a hymen are better than friends and fun. Love, Mom."
Amy,"Well, I had a delightful evening, Leonard. We should do this again sometime."
Amy,Glad to hear it. I need someone to accompany me to the wedding of Dr. Moranelli and Dr. Gustufson this Friday. They’re kind of the Brad and Angelina of the primatology department.
Amy,"I would, but the last wedding we went to was a disaster. He behaved like a child the entire time."
Amy,"Doesn’t matter. You’re out, he’s in. No date to the prom, two dates to a wedding. Hmm, how times change."
Amy,"Not without cutting his head open, no. How about making my eyes like Cleopatra?"
Amy,Perhaps you’re right. My cheekbones and beckoning pelvis already have a certain hello sailor quality to them.
Amy,I got you this to give to me.
Amy,"I never went to my prom. My mom paid my cousin to take me, but he just used the money to buy drugs."
Amy,"When you’re done copping a feel, that goes on my wrist."
Amy,Would you like to dance?
Amy,"You’re not exactly winning any trophies as a conversationalist, either."
Amy,"Why shouldn’t they be? They have a feverish night of socially-approved copulation ahead of them. In some cultures, we’d stand outside of their bedroom cheering as they achieved orgasm."
Amy,"Leonard, you may not have noticed, but I am being a delight here. And you’re not holding up your end of the evening."
