Speaker,Line
Bree,"Oh, well I don't have any personal issues. My only issue is that my husband wants to leave me, and how can I work on that if he's not in the room?"
Bree,"Why? I'm your wife, you can say anything in front of me. All we need is a few more sessions, and I'm sure we can."
Bree,"Fine. Oh, and Doctor. If what he's about to discuss has anything to do with adultery, prostitution or internet pornography, I would really appreciate you taking a moral hardline."
Bree,Hello Zach! I hope this isn't a bad time.
Bree,"Well, I wanted to invite you and your father to a dinner party tomorrow night."
Bree,"Oh. Well, I'm sorry it's such late notice, but well, we weren't sure whether you and your father were ready for any kind of social engagement yet. But, well, we're, we're sort of throwing it in your mother's honour."
Bree,"Yes, it's just gonna be a casual night with the gang. We're going to eat, and tell fun stories about your mum. Zach, are-are you okay?"
Bree,"Oh hi, Paul, I was just?"
Bree,"Oh. That's too bad. Well, I should go."
Bree,"For what, Zach?"
Bree,"Hey, where've you been?"
Bree,If everybody would please take your seats. Dinner is served.
Bree,Rex cries after he ejaculates.
Bree,"So, uh, where are you going?"
Bree,"Hotel by the interstate has better rates, and, uh, it's closer to your work."
Bree,"I'm packing your swimsuit. There's a pool there, and I know how swimming relaxes you."
Bree,"Umm, I can tell them that you went to tennis camp. That was a joke."
Bree,"There. Obviously, if you've forgotten anything, you can, um, come right back and get it."
Bree,"Rex. In college, when we first started dating, people were so jealous of us. We were the golden couple. Everybody knew we were gonna have this wonderful life. Why is this happening?"
Bree,Dr. Goldfine.
Bree,I didn't have time to make an appointment. Rex moved out today.
Bree,"I don't need much time, it just seems that you have more insight into my situation than I do. And I just think that-"
Bree,"If you would just tell me what he told you, then I could fix the problem."
Bree,"Well, why can't you?"
Bree,"Dr. Goldfine, please?"
Bree,8 o'clock. Sorry to interrupt. Bye.
Bree,Just some more about her nightmares and this girl she was afraid of.
Bree,"Well, it's now or never. I saw what he's asking for the place it's going to sell really quickly."
Bree,Gabby!!
Bree,"That being said, I do love what he've done with that lawn."
Bree,Dinner is on the table.
Bree,He got a last minute call to speak at a medical conference in Philadelphia. Take your seats.
Bree,Andrew?!
Bree,Open the door please.
Bree,Can I come in?
Bree,"Well, I want to talk to you."
Bree,Where were you last night?
Bree,I spoke to Brian's mother. Now tell me again where you were last night and this time don't lie to me.
Bree,"Andrew, don't change the subject."
Bree,"Well, it's just temporary and-I thought it would upset you, so I was protecting you."
Bree,"Andrew, just because I chose not to share my marital problems with you does not give you the right to be rude."
Bree,If the school and the paediatrician both think that the twins could stand to be medicated-then what's the problem?
Bree,"Lynette, you are a great mother. But let's face it, your kids are a challenge."
Bree,It's a tough call.
Bree,You know it's leaking.
Bree,And we think that you should have it.
Bree,It's nine thirty at night. What is your brother thinking?
Bree,I am perfectly capable of handling this without your father.
Bree,Where's your cell phone?
Bree,Call Andrew and find out where he is.
Bree,"No, he won't. Just act normal."
Bree,He hung up on me.
Bree,Keith. Ian. Andrew.
Bree,"You think that's bad? Tomorrow morning I'm cleaning it! oh, by the way Keith, I didn't get the chance to tell you, that was a lovely solo last week in church."
Bree,I hope it wasn't anything I said.
Bree,"So Andrew, shall we?"
Bree,Fine.
Bree,"I'm staying for the show. I'm dying to see what all the fuss is about. excuse me, waitress, I'll have a glass of your house chardonnay."
Bree,"I'm curious, Andrew, as you fantasise about this woman, do you ever stop and think how she came to be on this runway?"
Bree,That's someone's little girl. And that someone probably had a lot of dreams for her.Dreams that did not include a thong and a pole.
Bree,"God only knows what she's had to deal with in her life-abject poverty,Drugs, Domestic violence. Maybe even molestation."
Bree,"And-now she treats herself the way that other mean treat her. Like an object, a piece of meat."
Bree,So what's your strategy? Are you just never going to speak to me again?
Bree,I suppose I do owe you an apology.
Bree,I shouldn't have lied to you about your father. You and your sister are old enough to handle the truth and I'm sorry.
Bree,"If you think I'm going to apologise for taking you out of a strip club, you're wrong! I consider it one of my finest moments."
Bree,"Andrew, I know you blame me for what's happening with your father, but it's not entirely my fault and I need you to understand that."
Bree,Neither do I.
Bree,Yeah?
Bree,Three months.
Bree,"But, wait, what about the tape? She did say that her name was Angela."
Bree,"Well, my father was a prosecutor and he always said that the simplest explanation was usually the right one."
Bree,Are you okay?
Bree,"Oh,please! I would have hosted it myself, only the kids are going away to the mountains tomorrow and there's camping equipment everywhere."
Bree,Yes.
Bree,"Oh,you want me to recommend the twins?"
Bree,So you want me to lie?
Bree,"It's just that I'm very well respected at Barcliff, and my word won't be good there anymore."
Bree,"Well,I had hoped someday to get my grandchildren into Barcliff. But I suppose that doesn't matter to you, does it?"
Bree,Just because you didn't hear them fighting doesn't mean they were happy.
Bree,Hi.
Bree,Almost. Thanks again for driving them to the bus.
Bree,Did you hear there was a break in at Mrs Fome's the other night?
Bree,"Well,that doesn't make it any less frightening. I mean, he could have been a sexual predator."
Bree,"Oh,Rex! That's not the point."
Bree,"The point is I don't feel safe here, and I was wondering if you would spend the night."
Bree,"Rex, the truth is, with the kids gone I'll be all by myself in this house for the first time in seventeen years."
Bree,You're right. That was hard to hear.
Bree,That is for the kids' trip.
Bree,"Honey, the marriage counselling might not work out, you need to get used to bad cooking."
Bree,Paul?
Bree,"Oh, hi,Zachery. I'm sorry. The door was open and-"
Bree,Is your father here? We were scheduled to do a patrol today.
Bree,"Oh.Well,, I guess I can do it by myself."
Bree,"Wow,this place is just immaculate."
Bree,"Zach,she would be very proud of you. What happened to your varnish?"
Bree,Oh.
Bree,"Zach,do you have any plans for dinner?"
Bree,"I'm serving it this year for Christmas. I like to try out new recipes before the actual holiday. That way, if the cook book has gotten it wrong, I can fix it."
Bree,I adore the holidays. I never get depressed if there's a beautifully decorated tree to look at.
Bree,"Oh,Zach. You know, my mother died when I was young. She was hit by a car."
Bree,"It was right before Christmas as a matter of fact. We were all singing carols and the dog was howling, because everyone in my family sings off-key except for me.Anyway, it was just a terrible ruckus.So no-one noticed when my mother wenta cross the street to give the neighbour their gift. The next thing we heard were brakes screeching."
Bree,"Most of my family went to the hospital, but I stayed home because I was so young.When I looked out the window I saw all my mother's blood on the street and nobody was doing anything about it. So I got a hose and I washed it off. And once it was clean, I felt so much better."
Bree,I've never told anyone that story before.
Bree,"Yes,you're probably right."
Bree,Ooooh.
Bree,You do?
Bree,What did you do??? Zach? Sweetheart?
Bree,"Zach,calm down."
Bree,"Zach,I won't tell your father."
Bree,"Zachery, it's alright!"
Bree,Nothing.That's it. Just that Mary Alice killed herself because of something he had done.
Bree,"Oh, I tried. But he was so nervous he actually started shaking and then he just left."
Bree,"And tell them what? We don't even have the note anymore, we gave it to Paul."
Bree,"Girls,you don't understand. This poor kid is scared out of his mind."
Bree,But how?
Bree,"Hello,Zachery. Are you free for dinner tonight?"
Bree,"Oh,good, because last night you put me in such a holiday mood, so I'm going to make roast turkey and canned yams and egg nog. Have you ever had real old-fashioned egg nog?"
Bree,Oh! You are going to love it! It has quite a kick..
Bree,Hello?
Bree,"Oh, hi,Rex. How are you? Is something wrong?"
Bree,Uh?
Bree,"Oh,sweetie, I was just coming over to talk to you. I'm so sorry, but something really important came up and I have to cancel."
Bree,"We will do it again. We'll have our impromptu holiday dinner, I promise. Bye."
Bree,What is it?
Bree,"Zach,why did you do this?"
Bree,Take off those handcuffs please.
Bree,This is not up for discussion.
Bree,"Hi,Zach. I just wanted to see if everything was alright."
Bree,Are you sure?
Bree,"Oh,well, okay. I'll see you tomorrow then."
Bree,"Zach, why did you do this?"
Bree,"Zach said Mary Alice killed herself because of something that he had done, something bad. Is there anyone else who'd know what he was talking about?"
Bree,It just doesn't make any sense. Zach is such a sweet kid. I can't imagine him doing anything that terrible.
Bree,"I must say, I'm jealous of how much time you two spend together. My mother-in-law would never want to hang out with me all day."
Bree,"Oh, hey there, you two!"
Bree,Have fun.
Bree,"Oh no, I don't worry about John. Both he and Danielle are in the abstinence club."
Bree,"Thank you, I feel really good about it."
Bree,"Oh, really. Like what?"
Bree,Connected?
Bree,And what would this sexual surrogate person do?
Bree,She!
Bree,"Oh. So she would be in the room with us, while we make love?"
Bree,"Just one. How much longer is your midlife crisis going to last, because it is really starting to tick me off!"
Bree,"So how is it going with Mike, Susan?"
Bree,"Oh, I take it you've met Maisy Gibbons."
Bree,"Oh, dear."
Bree,"Oh, Maisy does love to rule her little kingdom."
Bree,You play poker?
Bree,Dr. Goldfine.
Bree,You're dining alone?
Bree,"Well, what a coincidence. So am I. It seems a shame for us to eat by ourselves. Shall I, pull up a chair?"
Bree,"Oh,"" ""I suppose it can wait."
Bree,"Of course, that's fine. Shall I include the meal?"
Bree,"No, I don't."
Bree,Is that how you see me? As some sort of prude who just lays there like a cold fish? I love sex.
Bree,"""I love everything about it. The sensations, the smells. I especially love the feel of a man. All that muscle and sinew pressed against my body. And then, when you add friction. Mmm -- The tactile sensation of running my tongue over a man's nipple ever so gently. And then there's the act itself - two bodies becoming one in that final eruption of pleasure. To be honest, the only thing I don't like about sex is the scrotum. I mean, obviously it has its practical applications, but I'm just not a fan."" "
Bree,The man at the desk said there were no vacant rooms. Mind if I bunk with you?
Bree,"It's a little chilly out here, do you mind if we discuss this inside?"
Bree,It sure is nice and toasty in here.
Bree,"Thanks. I was hoping you'd notice."" ""Well, it certainly isn't the Ritz, but it has all the essentials."
Bree,Then perhaps you shouldn't say anything.
Bree,"Oh, Rex, oh baby, stop, I just need a minute."
Bree,"Okay, baby, where were we?"
Bree,"Sorry. I just - ah, come on, are you going to make a big deal about this?"
Bree,I'm repairing a chipped mug.
Bree,Because I think it is better to fix what you already have.
Bree,"You humiliated me, Rex. For no good reason."
Bree,I was there. I was willing. Normal men don't say no to that.
Bree,"""See, but I don't think that's the reason. After I left the motel, I um, did some thinking about us and our sex life, and I realized there has been a disconnect, but it's coming from you."
Bree,"How many years have we been making love, and you've started to ask me something, but then you stop?"
Bree,"You are unhappy with our sex life because you're not getting something from me, but you're simply too afraid to ask."
Bree,"Well, then, if that is the case, then take me, right here, right now. The house is spotless. There aren't any burritos lying around to pull my focus--"
Bree,"Why not? We haven't had sex for months, Rex. Most normal, red-blooded men would be climbing the walls by now."
Bree,"Rex, whatever you want, I'll go there with you. I will go there with you, you just have to say it out loud. Tell me, what do you want? What do you need?"
Bree,Why?
Bree,"No, I don't. I sound like a woman whose husband won't touch her. Rex, after Mary Alice killed herself, it all hit me. We all have our secrets, and I think it's time for you to tell me yours."
Bree,What happened?
Bree,"More wine? So, uh, Reba, Emma and Lori-- Why don't you girls come to the kitchen and help me with the snacks?"
Bree,I will be right in.
Bree,"God, I couldn't wait to get rid of them! So, Lynette said that you found Zack."
Bree,This was the Johnson boy?
Bree,"Rex, this was practically assault."
Bree,Is that relevant?
Bree,"If Andrew is angry about you moving out of the house, then perhaps he should shove your head into a locker!"
Bree,"And so does Andrew! Blaming his actions on our problems--"" ""--does not help him."
Bree,"Mrs. Stark, you handle this however you see fit."
Bree,You went to an attorney?
Bree,"Well, he better be good, because when I'm finished with you, you won't have a cent to your name!"
Bree,"But whatever problems your father and I have, it doesn't change the fact that we love you very, very much,"
Bree,Go ahead sweetheart. Ask whatever you want.
Bree,"Is, is that what you would prefer, Danielle? To live with your father."
Bree,"Um, all this, um, wine is, uh, giving me a headache."
Bree,"Rex, what's this about?"
Bree,Wait a minute. What's all this about a modeling academy?
Bree,"Oh, is she now! And when you were planning on telling me?"
Bree,Don't you two see what he is doing? He's trying to get you on his side. He's trying to buy your love.
Bree,"A car? A modeling academy? You should have discussed these gifts with me first. I'm sorry kids, but we cannot accept them."
Bree,I said no.
Bree,Did you offer to help Danielle get into modeling school?
Bree,"Yes. Gabrielle, did you, or did you not offer to sponsor her?"
Bree,"It's in New York, for God's sakes, why on earth would you suggest that?"
Bree,"No, and in the future I would appreciate you keeping your ridiculous ideas to yourself!"
Bree,"Oh, I'm throwing you out. I've separated all your things into two sides. One side is yours, Danielle, and the other one is Andrews."
Bree,"Darned if I know. Uh, Danielle, everything in the north quadrant of your side is clothes and books and such, and the south side are miscellaneous items."
Bree,"That's a smart idea, because you're probably going to have to sleep in it for a while."
Bree,"Oh, no? That's Mr. Conlan, the locksmith. He's been very helpful today. Of course, I could give you the new keys, which would mean you'd have to adhere to my rules, which would include giving back your father's gifts."
Bree,"Oh my god, thank god you're here. Will you go take care of Gabrielle? I have to go home for a minute."
Bree,"Oh, Andrew, thank god you're back. I need your help, honey. There's been an accident. Andrew?"
Bree,Andrew--
Bree,"Rex, you need to come home. Something's happened, and we need you."
Bree,"Oh, Andrew, I need your help, honey."
Bree,"We have to get rid of the car. But we can't sell it. The police might find it, and there could be DNA. We take the car to a bad part of town. We'll leave the keys in the ignition and the doors unlocked. If the police don't find it, we'll get the insurance money, and if they do, it wasn't in our possession. Anyone could have hit Mrs. Solis."
Bree,Our son could spent the rest of his life in jail. I won't allow that.
Bree,"Well, everybody should, uh, go wash up. We're having pancakes for breakfast."
Bree,"It has to be, I don't want Gabrielle and Carlos coming home to this ugly reminder in front of their house."
Bree,How is Juanita doing?
Bree,We can only hope.
Bree,Don't you think that's a little bit extreme?
Bree,"This is the most impoverished neighborhood in the city. Trust me, somebody will steal the car."
Bree,Because I have faith in the poor.
Bree,"I had just been--thinking about the kids. They sure grew up quickly, didn't they?"
Bree,I remember telling them when they were babies that they weren't allowed to get any bigger because they were so adorable. And we were so happy.
Bree,They sure didn't turn out like we expected them to.
Bree,We could have been better parents.
Bree,"We still have so much to teach them. For starters, we need to get across to Andrew the enormity of what he's done."
Bree,"All right, then what's the appropriate punishment for a child who drives over a woman?"
Bree,"""You know, no matter how the kids turn out, I still love them.''"
Bree,But I'll never forgive them for growing up so quickly.
Bree,Are the lady fingers okay?
Bree,We just want you to know how much we care.
Bree,"Well, more importantly, is there any good news about Juanita?"
Bree,"Well, when did you decide this?"
Bree,I see.
Bree,We should probably be going.
Bree,Thank you so much.
Bree,I feel awful for Carlos. That talk about children was obviously coming from his grief.
Bree,"Andrew, um, I know the last few days have been stressful, and, uh, you know, if you ever need to talk to anybody--"
Bree,"Actually, I was thinking we could arrange for you to talk to a professional."
Bree,"Of course not. It's just that the accident probably stirred up a lot of emotions, and it would be normal for you to be feeling confused or depressed or ashamed--"
Bree,"Honey, you put a woman into a coma. Surely that arouses some kind of emotion!"
Bree,"No, I won't, not until you tell me."
Bree,Because I need to know that you're not a monster!
Bree,Yeah.
Bree,"Andrew, you almost killed another human being."
Bree,"What I'm worried about, Andrew, is that you don't seem to have a soul. Give me one good reason why I shouldn't call the police!"
Bree,"There's Lynette's car, she's gotta be close."
Bree,She'll be fine. What do you think's happening with Lynette?
Bree,Lynette? Honey?
Bree,"Lynette, you're a great mother."
Bree,"You've got four kids. That's a lot of stress. Honey, you need some help."
Bree,I used to get so upset when Andrew and Danielle were little. I used their nap times to cry.
Bree,"Oh, baby. Nobody likes to admit that they can't handle the pressure."
Bree,You put a woman into a coma.Surely that arouses some kind of emotion.
Bree,"So, why isn't Mrs. Huber here?"
Bree,It's just not right.
Bree,"A woman is in a coma, because of Andrew. And there he is, happy as a clam!"
Bree,I think we should make him quit the swim team.
Bree,"Well, maybe if we take it away from him, then he'll start to understand what he did! He has not shown an ounce of remorse since the accident."
Bree,"Well, he's doing a fabulous job!"
Bree,"Well, if it insures he grows up with some trace of humanity, then that's a risk I'm willing to take!"
Bree,"Well, that's because you just don't love him as much as I do!"
Bree,It's just a fact. I'm his mother. He lived inside of me.
Bree,How many nannies did you interview?
Bree,"Oh, good nannies are so hard to find."
Bree,"Oh Lord, what do you want me to do?"
Bree,Why?
Bree,Lynette--
Bree,"I understand that good help is hard to find, but stealing a family's nanny is so--unseemly."
Bree,"Andrew, can I come in?"
Bree,Why are you smiling?
Bree,Oh. What was it about?
Bree,"Charming. What I was wondering was if you've bothered to spend any time reflecting on the reasons that you've been grounded, and all the pain that you've caused the Solis family."
Bree,Really?
Bree,"No, I don't."
Bree,What's that smell? Have you been smoking marijuana?
Bree,You are strung out!
Bree,"Excuse me,"
Bree,It's the container you'll be urinating into.
Bree,Your son's urine.
Bree,"I think Andrew has been smoking marijuana, so I want you to take this and get it tested right away."
Bree,Because I want you to pull him from the swim team and I don't think you'll allow it without proof.
Bree,"Yes, I am."
Bree,"Not all of us! Rex, I thought you moved back home to try and straighten Andrew out! To, to teach him the consequences of his actions. I don't understand why you're fighting me on this."
Bree,I never pushed you around. We always made our decisions together.
Bree,Rex!
Bree,The same thing you just did to every memory I have of our marriage.
Bree,Why did Carlos have to back out?
Bree,"Oh, Susan, you look so gorgeous."" ""Doesn't she, Edie?"
Bree,"Gabrielle, you have to change the lineup. Susan has to go last. Nothing is going to top this."
Bree,"Hi, Danielle, how was school?"
Bree,Good. Where does Andrew keep his marijuana?
Bree,"Hello? Yes, this is she-- Marijuana in his locker? Oh, I'm just--horrified. There must be some sort of terrible mistake. Um, yeah, okay. Well, I will be right down."
Bree,I take it you've met Maisy Gibbons.
Bree,Maisy does love to rule her little kingdom.
Bree,"You are unhappy with our sex life.You're not getting something from me,but you're simply too afraid to ask."
Bree,Hello.
Bree,I could ask you the same question.
Bree,"Were you with a woman? Did you tell her that you have a wife, or does that hinder your pick-up style?"
Bree,"Options! I'm not a mutual fund, Rex!"
Bree,Meet someone. I'm raising your children.
Bree,"Oh, okay. I tell you what then. Why don't you just call up your mystery woman and invite her over. I'll pull out the sofa bed and you can take her right there. Andrew! Danielle! Daddy's gonna fornicate for us!"
Bree,"Why, are you feeling ashamed?"
Bree,"Lynette, for the first time in years you finally have some free time, and you're wasting it obsessing about the kids."
Bree,"You know, if you really have that many doubts, you should go buy a hidden camera."
Bree,Yeah. People do terrible things when they think no one is watching them.
Bree,Trust is overrated.
Bree,Fine. Why do you ask?
Bree,"Uh, the situation is, um, fluid. I'm not certain what his plans are yet."
Bree,Because I have faith that he'll come back. And that he'll do the right thing.
Bree,Yeah. But I['d still buy that camera.
Bree,"Oh, hi Gabrielle! What have you got there?"
Bree,"Oh! Well, that's um, very thoughtful of you."
Bree,"Sure! Why don't you, uh, come by tomorrow?"
Bree,"Hello. This is she. Yes, he's my husband."
Bree,"Um, excuse me, I'm here to see Rex Van de Kamp. Apparently, he had a heart attack. I'm not sure when -"
Bree,Could I at least poke my head in? I'm his wife.
Bree,Yes. Why?
Bree,"Well, that depends. Are you having an affair with my husband?"
Bree,He said that?
Bree,Then why is he so unhappy?
Bree,"Needs. Like, sexual needs?"
Bree,And have you fulfilled those needs?
Bree,"I see."" ""You know, you are pretty brazen for a woman who just admitted, however tacitly, that she just slept with my husband. If I told anyone in this neighborhood, they would never speak to you again."
Bree,"Oh, I don't hate you, Maisy. I pity you."
Bree,Hey.
Bree,They sure did.
Bree,It went well. The surgeon says you're going to be as good as new.
Bree,I have. I was so afraid you were gonna die. There were so many things I haven't had a chance to tell you.
Bree,"That's okay. How are you now, Rex? Are you strong enough to listen to the things I need to tell you?"
Bree,I know you still love me. Maisy told me.
Bree,"And I am so thrilled to know that you still love me. Because I want what's about to happen to you, to hurt as much is as humanly possible. I'm so glad you didn't die before I got a chance to tell you that."
Bree,Are you having an affair with my husband?
Bree,"I'm here to see Rex Van De Kamp.Apparently, he had a heart attack."
Bree,"Well, then he can go to a motel because he's not allowed back in my house."
Bree,That's - between your father and me.
Bree,"I'm sorry to disappoint you, Andrew, but my plan is to have an embolism and to die young!"
Bree,Andrew!
Bree,You wouldn't be saying that if you knew what -
Bree,"Fine. I will see him through this, but after that, your father can rot in hell for all I care!"
Bree,"Oh, I don't need your gratitude. You're only here because your children are master extortionists."
Bree,Your adultery? No. I decided to keep that little gem all to myself.
Bree,"Yes, it is. The doctor said you could be here for weeks."
Bree,"Yes, it would--if I still felt anything for you. But as it stands, the place you used to occupy in my heart is very much empty now."
Bree,And why do you think that?
Bree,"Do me a favor, Rex. Please don't mistake my anal retentiveness for actual affection."
Bree,"Hello, George."
Bree,You always say the nicest things.
Bree,"Listen, I have a prescription here for Rex. I don't know if you heard, but he had a heart attack."
Bree,"Oh yes, he'll, he'll live. But the doctor said he's at risk for something called pericarditis. Do you know anything about that?"
Bree,So I hear.
Bree,George? Would you go out to dinner with me?
Bree,"Yes, I think it would be fun."
Bree,"Oh, him. Well, we're separated."
Bree,I'm keeping my eyes on the horizon. Please tell me if I'm about to step on a body part.
Bree,Can we talk about something else - something less depressing?
Bree,"Not that it's any of your business, but, I have a date."
Bree,"Rex, I don't want to say anything that might upset you. The doctor says any undue stress could cause another heart attack."
Bree,"It's a romantic date with a single attractive man, and I intend to french the hell out of him."
Bree,"Oh, right on time!"
Bree,Hi.
Bree,"Oh, my, they're exquisite. Compost and eggshells?"
Bree,"Oh! Come on in. George, you remember Rex?"
Bree,"Oh, we are, emotionally. Physically, he just lives here because his mistress refuses to care for him. Would you like a drink?"
Bree,"Rex, say hello to George!"
Bree,"I'm going to go put these in water. George, why don't you have a seat, and I'll be right back."
Bree,"Oh, these flowers are stunning. They're the best ones I've ever gotten."
Bree,Ah. Shall we?
Bree,"Thank you, George. That was a lovely evening."
Bree,"Well, I guess I should go inside."
Bree,"Me, too."
Bree,"Andrew, where did you come from?"
Bree,"Oh, uh, you remember Mr. Williams, our pharmacist?"
Bree,"Well, we're just, um, talking. Mr. Williams took me out to dinner."
Bree,"Well, um--"
Bree,Yes.
Bree,"Andrew, your father and I are separated and you know it."
Bree,The only reason he is still in the house is because you insisted I care for him.
Bree,"No, we are not going to have sex!"
Bree,"Because I don't commit adultery like your father."" ""That's right. Your father had an affair. I found out about it, and I'm just trying to move on with my life."
Bree,I'm packing up your father's things for when he eventually moves out.
Bree,"Andrew, I'm so sorry that I said anything."
Bree,There comes this point in every boy's life--
Bree,No. That his father's only human.
Bree,"That's sweet, but I'm taking care of him because it's the right thing to do."
Bree,"Andrew, you will not speak that way about your father in front of me."
Bree,"Yes, I'm angry with him. I am going to divorce him. I may even marry someone else, but make no mistake about it, your father is, and always will be, the love of my life. He gave me the best eighteen-year marriage that I could have ever hoped for. For that, you will respect him."
Bree,"George, hi, it's me, Bree. I was wondering, are you free next Saturday?"
Bree,"You are? Oh, that's wonderful."
Bree,"George, would you go out to dinner with me?"
Bree,Thank you. I did too.
Bree,Sorry I can't invite you in for coffee.
Bree,"Yeah, and I would rather cut off my hand than hurt his feelings."
Bree,"It'll, um, it'll be a lot easier once he gets well enough to move out."
Bree,I'd love to.
Bree,Pick me up at one and we'll do something fun.
Bree,"Oh, packages! Thank you."
Bree,"Hello! Oh, hi, Lynette! What?"
Bree,"I mean, what are the odds? First Mary Alice and then Mrs. Huber? I mean, it's shocking."
Bree,I'm gonna miss her.
Bree,"Damn, I have to take Rex to his angiogram."
Bree,"I was so afraid when I suggested a picnic, that you'd make fun of me, but I just think it's such a lovely, old-fashioned way to spend an afternoon."
Bree,"Oh, and we got so lucky with the weather, it's just absolutely -"
Bree,"You know, your lunch hour is almost up. We should probably be getting you back to the pharmacy."
Bree,"Another gift? I hope it's not another orchid, they're so expensive."
Bree,"George, you shouldn't have."
Bree,This is a 9-mm Luger PO8!
